pas	CNTRL_29765	KD_29766	CNTRL_32682	KD_32683	PAS_overlap
chr17:-:49296006:TE	0.59	2.68	0.27	1.09	OK
chr5:-:131159323:TE	9.79	10.15	9.04	5.27	OVERLAP
chr5:-:131159292:TE	1028.83	700.12	1041.53	782.00	OVERLAP
chr20:-:1371781:TE	3.53	8.59	7.60	14.13	OVERLAP
chr20:-:1371707:TE	1.52	1.79	1.60	1.96	OVERLAP
chr5:+:438269:TE	1.47	2.45	1.73	1.85	OVERLAP
chr5:+:438288:TE	0.59	1.56	0.67	2.17	OVERLAP
chr20:+:62945408:TE	4.11	11.49	10.83	10.54	OVERLAP
chr20:+:62945550:TE	0.29	2.23	2.40	2.08	OVERLAP
chr20:+:62945637:TE	43.06	62.87	44.77	53.57	OVERLAP
chr20:+:62948473:TE	9.11	16.51	15.47	15.54	OK
chr5:-:77693324:TE	0.59	0.89	0.53	1.30	OVERLAP
chr5:-:77693265:TE	99.25	59.81	75.74	45.21	OVERLAP
chr5:-:77691223:TE	540.99	608.68	591.86	579.42	OK
chr10:-:18545894:TE	0.59	0.22	1.87	0.87	OVERLAP
chr10:-:18545562:TE	8.52	7.36	12.53	10.76	OVERLAP
chr4:-:13568847:TE	0.29	1.34	2.80	1.09	OVERLAP
chr4:-:13568743:TE	19.76	31.47	27.33	18.59	OVERLAP
chr12:+:123596916:TE	2.94	2.45	1.33	1.30	OK
chr12:+:123597800:TE	0.00	1.12	0.53	0.65	OVERLAP
chr12:+:123598017:TE	0.29	0.45	1.07	0.22	OVERLAP
chr12:+:123598071:TE	0.88	1.34	0.93	0.98	OVERLAP
chr12:+:123598140:TE	548.04	806.95	410.97	384.01	OVERLAP
chr12:+:123598581:TE	1.81	2.68	3.47	5.43	OK
chr4:-:17845642:TE	3.23	3.57	0.53	1.09	OVERLAP
chr4:-:17845504:TE	0.00	1.79	0.27	0.98	OVERLAP
chr4:-:17845011:TE	0.59	1.56	0.13	1.96	OK
chr4:-:17843221:TE	17.04	13.65	3.47	2.72	OK
chr4:-:17841200:TE	0.29	2.23	0.93	1.74	OK
chr2:+:128189811:TE	9.99	7.81	2.93	1.74	OVERLAP
chr2:+:128189946:TE	1.76	1.34	1.60	1.09	OVERLAP
chr2:+:128192509:TE	3.82	7.81	4.53	3.59	OK
chr2:+:128195448:TE	2.06	0.22	0.40	0.43	OVERLAP
chr2:+:128195550:TE	2.94	1.34	3.87	1.96	OVERLAP
chr2:+:128195672:TE	8.23	4.69	9.33	6.09	OVERLAP
chr12:-:104119503:TE	8.52	10.60	8.27	5.87	OVERLAP
chr12:-:104119324:TE	19.98	17.18	33.16	23.86	OVERLAP
chr12:-:104119201:TE	7.64	20.36	14.40	14.29	OVERLAP
chr12:-:104118636:TE	2.94	2.68	5.73	4.67	OK
chr12:-:104118152:TE	1.47	3.79	2.93	1.41	OVERLAP
chr12:-:104118090:TE	9.11	14.17	7.40	10.22	OVERLAP
chr12:-:104117960:TE	5.03	2.90	4.13	2.50	OVERLAP
chr12:-:104117784:TE	3.23	3.35	4.13	3.15	OVERLAP
chr12:-:104117088:TE	2.35	3.57	1.78	1.63	OK
chr1:+:90027414:TE	3.53	5.60	4.00	2.50	OK
chr1:+:90027834:TE	0.59	1.12	2.27	0.87	OVERLAP
chr1:+:90027906:TE	10.58	10.49	11.73	8.20	OVERLAP
chr1:+:90028103:TE	1.18	1.56	0.80	2.28	OVERLAP
chr1:+:90028221:TE	19.10	41.40	20.00	25.65	OVERLAP
chr1:+:90028535:TE	6.46	21.42	13.20	17.31	OVERLAP
chr1:+:90030074:TE	1.18	0.22	0.00	0.00	OK
chr1:+:90035547:TE	1.18	0.67	1.33	1.52	OK
chr3:+:88143509:TE	3.82	2.45	1.20	1.85	OK
chr3:+:88144658:TE	6.76	11.16	6.02	8.71	OK
chr2:+:176337846:TE	13.03	25.33	20.13	22.21	OVERLAP
chr2:+:176337907:TE	0.59	1.56	0.27	0.00	OVERLAP
chr2:+:176337934:TE	117.14	139.26	91.07	116.09	OVERLAP
chr2:+:176338023:TE	5.29	11.83	7.07	7.39	OVERLAP
chr1:-:229517791:TE	1.82	2.45	1.87	1.74	OK
chr1:-:229516583:TE	102.34	134.86	94.64	77.29	OK
chr12:-:49644934:TE	6.46	1.34	4.73	1.85	OK
chr12:-:49640722:TE	0.29	1.34	0.67	0.43	OK
chr10:+:132205627:TE	0.29	0.22	1.07	0.98	OVERLAP
chr10:+:132205757:TE	1.62	2.01	10.84	7.28	OVERLAP
chr10:+:123163892:TE	41.87	17.18	29.53	20.16	OVERLAP
chr10:+:123164016:TE	60.53	73.87	56.40	53.69	OVERLAP
chr10:+:123164179:TE	5.94	11.38	7.08	7.86	OVERLAP
chr10:+:123165124:TE	0.88	0.67	1.20	1.09	OVERLAP
chr10:+:123165363:TE	196.78	237.97	164.43	177.81	OVERLAP
chr10:+:123170467:TE	1.18	10.94	1.47	3.37	OK
chr14:-:60144933:TE	5.58	2.45	1.33	1.09	OVERLAP
chr14:-:60144792:TE	92.71	87.08	47.40	51.99	OVERLAP
chr2:-:174348366:TE	6.76	7.14	6.00	5.22	OVERLAP
chr2:-:174348152:TE	36.92	20.31	17.98	11.85	OVERLAP
chr2:-:174348024:TE	4.41	4.91	4.13	2.39	OVERLAP
chr14:-:105010709:TE	38.49	186.78	20.87	86.92	OVERLAP
chr14:-:105010582:TE	4.11	6.47	6.80	5.33	OVERLAP
chr14:-:105009624:TE	6.17	5.36	10.93	8.40	OK
chr19:+:44132952:TE	1.47	0.22	0.93	1.63	OVERLAP
chr19:+:44133147:TE	0.29	1.34	0.80	1.63	OVERLAP
chr19:+:44134676:TE	1.18	1.12	0.93	2.17	OVERLAP
chr19:+:44134812:TE	0.29	5.13	2.93	3.37	OVERLAP
chr16:-:80975791:TE	80.15	52.95	62.65	60.78	OVERLAP
chr16:-:80975613:TE	0.00	2.34	0.67	2.28	OVERLAP
chr14:-:54427563:TE	0.88	3.57	2.40	4.46	OVERLAP
chr14:-:54427263:TE	7.35	8.03	12.40	11.19	OVERLAP
chr14:-:54427136:TE	0.00	1.00	1.87	2.12	OVERLAP
chr14:-:54426929:TE	202.42	277.07	272.28	324.07	OVERLAP
chr14:-:54426879:TE	0.00	1.56	0.67	1.41	OVERLAP
chr14:-:54425179:TE	3.09	5.36	2.53	4.02	OK
chr14:-:54424611:TE	0.59	0.45	0.93	1.52	OK
chr14:-:54423561:TE	33.79	47.98	24.00	33.15	OK
chr3:-:179588959:TE	7.35	7.66	5.27	4.89	OVERLAP
chr3:-:179588833:TE	40.31	63.42	54.95	70.83	OVERLAP
chr3:-:179588772:TE	8.52	22.88	19.00	22.18	OVERLAP
chr3:-:179588311:TE	11.17	7.81	10.53	9.24	OK
chr7:-:26197442:EX	5.68	7.36	6.00	3.48	OVERLAP
chr7:-:26197338:EX	2.64	2.01	2.80	2.17	OVERLAP
chr19:-:49908106:TE	1.18	0.67	0.93	0.65	OK
chr19:-:49906830:TE	65.70	114.26	87.54	76.82	OK
chr4:+:143220573:TE	0.88	1.12	0.40	0.43	OK
chr4:+:143221366:TE	3.53	2.45	5.47	3.04	OVERLAP
chr4:+:143221486:TE	16.75	16.29	20.93	22.73	OVERLAP
chr4:+:143221589:TE	0.59	0.89	1.47	1.41	OVERLAP
chr4:+:143223829:TE	1.18	0.00	0.00	0.00	OK
chr1:+:107059030:TE	15.28	11.38	11.33	11.09	OVERLAP
chr1:+:107059300:TE	25.66	25.66	31.78	23.62	OVERLAP
chr4:-:140622082:TE	2.06	2.45	2.27	1.30	OK
chr4:-:140620771:TE	12.19	10.38	9.93	7.28	OK
chr4:+:128036142:TE	2.35	1.12	0.80	1.79	OK
chr4:+:128039709:TE	11.20	13.95	7.07	12.06	OK
chrX:-:41520176:TE	0.29	3.12	1.20	1.30	OVERLAP
chrX:-:41520036:TE	2.64	4.91	3.20	5.11	OVERLAP
chrX:-:41519627:TE	2.39	0.22	1.60	0.98	OVERLAP
chrX:-:41519527:TE	7.35	6.70	6.80	5.43	OVERLAP
chrX:-:41519314:TE	1.18	1.34	0.93	0.43	OVERLAP
chrX:-:41514931:TE	1.76	2.90	4.13	3.70	OK
chr12:-:94569542:TE	3.58	2.68	1.07	2.39	OK
chr12:-:94568569:TE	0.29	1.34	1.33	0.87	OK
chr12:-:94567124:TE	2.64	2.23	1.73	1.96	OK
chr2:-:42442075:TE	3.82	4.02	1.73	0.98	OVERLAP
chr2:-:42442019:TE	2.35	2.90	2.53	2.50	OVERLAP
chr12:-:7080422:TE	3.45	3.07	6.46	2.69	OVERLAP
chr12:-:7080220:TE	9.11	6.92	5.60	5.22	OVERLAP
chr20:+:18143046:TE	1.76	2.68	1.47	2.63	OVERLAP
chr20:+:18143166:TE	14.47	12.72	12.27	12.93	OVERLAP
chr3:-:185190800:TE	0.59	0.67	1.07	0.76	OVERLAP
chr3:-:185190626:TE	7.93	14.28	12.47	17.93	OVERLAP
chr7:-:83366975:TE	0.59	0.45	1.20	1.20	OK
chr7:-:83366468:TE	0.59	1.12	0.13	0.33	OK
chr21:-:14372842:TE	4.70	4.46	3.33	2.28	OVERLAP
chr21:-:14372799:TE	3.53	4.46	3.07	2.07	OVERLAP
chr21:-:14372755:TE	1.76	0.45	0.53	0.33	OVERLAP
chr21:-:14371202:TE	2.06	0.67	1.07	0.65	OVERLAP
chr21:-:14371118:TE	89.70	155.69	82.47	62.82	OVERLAP
chr5:-:53098544:TE	1.76	0.22	1.07	0.54	OVERLAP
chr5:-:53098480:TE	10.58	6.92	6.67	4.13	OVERLAP
chr5:-:53098357:TE	0.29	1.34	0.40	0.11	OVERLAP
chr5:-:53098068:TE	105.52	61.15	59.07	74.50	OVERLAP
chr5:-:53095684:TE	2.87	0.45	2.27	0.54	OK
chr19:-:55577533:TE	8.62	11.38	22.44	23.37	OK
chr19:-:55576775:TE	0.59	1.79	0.73	4.35	OK
chr5:-:38481930:TE	4.11	4.91	5.60	3.48	OK
chr5:-:38479803:TE	9.99	6.25	6.60	3.80	OK
chr5:-:38477946:TE	3.88	17.43	3.62	4.35	OK
chr5:-:38474964:TE	25.56	20.16	12.60	7.88	OK
chr14:+:24124029:TE	20.96	10.82	45.47	22.17	OK
chr14:+:24125250:TE	5.29	4.74	8.16	12.89	OK
chr22:+:45184939:TE	4.11	3.65	1.50	2.86	OK
chr22:+:45185617:TE	2.20	3.65	6.53	11.19	OK
chr22:+:45187412:TE	1.62	1.56	0.80	0.98	OK
chr2:+:174428232:TE	17.39	8.70	10.69	8.37	OVERLAP
chr2:+:174428260:TE	2.64	1.56	1.20	0.87	OVERLAP
chr5:-:151663410:TE	1.47	0.89	1.47	0.33	OVERLAP
chr5:-:151663358:TE	1.18	0.22	0.13	0.00	OVERLAP
chr5:-:151662700:TE	0.88	2.68	0.40	0.22	OVERLAP
chr5:-:151662436:TE	104.97	96.97	55.36	67.99	OVERLAP
chr5:-:151661450:TE	9.11	23.06	4.40	10.76	OK
chr4:-:82927784:TE	0.88	1.34	1.33	1.20	OK
chr4:-:82925714:TE	15.43	6.72	6.40	5.98	OK
chr4:-:82924966:TE	3.38	2.34	1.87	2.39	OVERLAP
chr4:-:82924606:TE	0.88	0.89	0.80	1.09	OVERLAP
chr5:+:151804211:TE	0.59	0.89	2.00	1.20	OVERLAP
chr5:+:151804544:TE	2.35	4.02	1.47	0.65	OVERLAP
chr5:+:151804688:TE	1.76	2.23	3.20	4.56	OVERLAP
chr5:+:151804874:TE	3.23	1.79	1.60	2.28	OVERLAP
chr5:+:151804994:TE	2.12	1.79	3.20	1.30	OVERLAP
chr5:+:151805201:TE	0.29	1.34	1.87	0.65	OVERLAP
chr5:+:151805251:TE	1.76	4.46	2.40	2.07	OVERLAP
chr5:+:151805382:TE	19.98	22.65	26.50	26.85	OVERLAP
chr5:+:151811578:TE	0.00	1.56	0.13	0.43	OK
chr19:+:36979906:TE	3.89	4.13	3.10	3.37	OK
chr19:+:36980330:TE	1.47	0.22	0.40	0.00	OK
chr12:+:2941050:TE	1.18	1.34	0.93	1.33	OVERLAP
chr12:+:2941155:TE	9.99	10.49	8.13	11.52	OVERLAP
chr3:+:108694048:TE	13.55	30.13	23.80	52.14	OVERLAP
chr3:+:108694120:TE	4.41	6.92	5.75	11.74	OVERLAP
chr3:+:108694838:TE	4.41	11.72	4.00	10.60	OK
chr18:-:672828:TE	1.76	0.89	2.40	0.65	OVERLAP
chr18:-:672746:TE	2.64	0.67	3.27	2.28	OVERLAP
chr18:-:672551:TE	7.64	4.09	6.04	5.98	OVERLAP
chr18:-:670313:TE	1.22	0.45	2.80	0.54	OK
chr5:-:150709892:TE	0.59	0.89	1.47	0.65	OVERLAP
chr5:-:150709824:TE	2.64	1.12	0.00	0.87	OVERLAP
chr5:-:150708748:TE	51.61	74.68	102.34	90.44	OK
chr7:-:100890718:TE	2.35	0.22	1.20	0.65	OK
chr7:-:100889995:TE	5.04	0.89	4.00	1.41	OK
chrX:+:11121878:TE	27.08	22.76	26.97	21.85	OK
chrX:+:11123074:TE	2.64	3.57	11.47	6.63	OK
chr15:-:34527214:TE	2.35	1.37	3.68	1.30	OK
chr15:-:34525278:TE	53.66	45.18	94.45	43.85	OVERLAP
chr15:-:34525210:TE	4.11	2.68	4.53	2.17	OVERLAP
chr1:+:43622358:TE	1.47	3.57	1.73	2.39	OK
chr1:+:43623673:TE	196.83	171.19	122.85	118.77	OK
chr9:+:35736837:TE	0.92	0.89	4.27	3.48	OVERLAP
chr9:+:35736859:TE	10.24	9.37	26.40	23.29	OVERLAP
chr9:+:35737012:TE	0.59	0.45	2.93	2.72	OVERLAP
chr3:-:53091650:TE	9.99	20.60	8.87	9.35	OVERLAP
chr3:-:53091607:TE	1.76	2.51	0.53	0.65	OVERLAP
chr3:-:53091503:TE	3.23	1.79	3.73	1.74	OVERLAP
chr3:-:53091420:TE	2.06	0.67	2.00	2.28	OVERLAP
chr3:-:53088494:TE	6.12	3.57	2.93	2.07	OK
chr20:-:46062050:TE	0.44	0.22	2.00	0.54	OK
chr20:-:46060970:TE	3.53	2.45	6.80	5.76	OK
chr22:-:31684703:TE	0.00	1.12	0.67	1.41	OK
chr22:-:31681350:TE	18.37	36.63	10.00	13.99	OK
chr1:-:211575041:TE	7.05	10.71	7.08	5.33	OK
chr1:-:211571631:TE	9.40	20.16	15.47	11.19	OVERLAP
chr1:-:211571569:TE	7.93	12.05	8.13	7.43	OVERLAP
chr17:-:81904326:TE	7.35	2.68	5.87	1.20	OVERLAP
chr17:-:81904234:TE	5.29	3.12	6.53	3.15	OVERLAP
chr17:-:81904189:TE	0.59	0.45	2.13	1.30	OVERLAP
chr17:-:81902908:TE	2.94	0.89	2.27	0.33	OK
chr17:-:81900959:TE	0.88	2.90	1.87	3.04	OK
chr6:+:116733031:TE	0.00	1.12	1.87	0.43	OK
chr6:+:116734766:TE	2.35	1.12	1.47	0.25	OVERLAP
chr6:+:116734984:TE	0.00	1.34	0.53	0.65	OVERLAP
chr4:+:73871102:TE	1.18	0.22	0.27	0.00	OVERLAP
chr4:+:73871243:TE	3.23	3.35	2.18	4.24	OVERLAP
chr1:+:62451249:TE	2.35	1.79	2.13	0.87	OVERLAP
chr1:+:62451318:TE	3.23	3.79	4.93	3.04	OVERLAP
chr1:+:62451738:TE	102.14	78.13	77.18	54.57	OK
chr6:+:117548794:TE	0.88	0.45	0.93	1.09	OK
chr6:+:117549794:TE	26.19	22.38	29.73	24.73	OK
chr14:-:102081634:TE	1.18	1.34	2.20	4.46	OVERLAP
chr14:-:102081594:TE	5.00	5.80	6.69	8.37	OVERLAP
chr14:-:102081465:TE	0.00	2.01	2.53	3.04	OVERLAP
chr14:-:102081435:TE	0.29	1.56	1.20	1.30	OVERLAP
chr14:-:102081377:TE	1.47	1.79	2.00	2.72	OVERLAP
chr14:-:102081361:TE	0.00	0.22	0.53	1.09	OVERLAP
chr14:-:102081326:TE	0.29	1.12	2.13	2.61	OVERLAP
chr14:-:102081157:TE	0.88	0.45	1.20	1.63	OVERLAP
chr14:-:102081134:TE	14.25	16.07	9.00	10.33	OVERLAP
chr14:-:102081096:TE	0.29	0.67	1.13	0.87	OVERLAP
chr14:-:102081049:TE	425.98	759.86	901.01	1197.29	OVERLAP
chr14:-:102080742:TE	25.62	32.63	27.23	47.24	OVERLAP
chr4:-:124666999:TE	1.76	1.79	1.60	2.50	OK
chr4:-:124664489:TE	6.54	9.21	2.40	4.56	OK
chr7:-:102456817:TE	4.70	2.96	3.93	3.26	OVERLAP
chr7:-:102456520:TE	1.18	0.22	0.80	1.20	OVERLAP
chr9:+:78271239:TE	2.64	0.89	1.20	0.54	OK
chr9:+:78271698:TE	18.67	18.97	13.20	17.61	OVERLAP
chr9:+:78271874:TE	0.29	1.34	0.53	1.30	OVERLAP
chr9:+:78272387:TE	1.18	0.00	0.80	0.33	OK
chr9:+:78278232:TE	2.06	0.22	0.53	0.54	OVERLAP
chr9:+:78278314:TE	1.91	0.67	1.73	0.43	OVERLAP
chr9:+:78278426:TE	6.17	1.56	2.00	2.17	OVERLAP
chr4:-:185395785:EX	1.76	1.34	0.27	0.65	OVERLAP
chr4:-:185395747:EX	0.59	1.56	0.53	1.09	OVERLAP
chr18:-:46812098:TE	2.64	1.79	1.33	4.06	OVERLAP
chr18:-:46812044:TE	1.47	3.79	2.13	4.56	OVERLAP
chr18:-:46812008:TE	2.64	3.12	1.07	1.52	OVERLAP
chr18:-:46811672:TE	0.00	0.89	0.67	1.52	OVERLAP
chr18:-:46810062:TE	1.18	6.10	1.60	2.72	OK
chr18:-:46808939:TE	0.59	1.12	0.67	0.65	OVERLAP
chr18:-:46808896:TE	0.00	1.34	0.00	0.11	OVERLAP
chr18:-:46808406:TE	2.06	1.79	1.73	2.55	OK
chr22:+:38683904:TE	2.68	14.79	7.53	20.73	OVERLAP
chr22:+:38683991:TE	1.03	1.79	1.47	3.80	OVERLAP
chr22:+:38684483:TE	254.78	226.86	180.55	194.07	OK
chr22:+:38685443:TE	2.64	1.34	2.93	2.61	OK
chr11:-:18609276:TE	1.18	0.45	3.07	2.39	OK
chr11:-:18606404:TE	3.41	6.92	5.40	7.12	OK
chr12:+:56589605:TE	1.76	1.34	1.20	1.09	OK
chr12:+:56595599:TE	3.53	4.46	1.47	1.96	OK
chr12:+:56596190:TE	0.59	1.56	1.33	2.17	OK
chr16:-:70252387:TE	39.45	34.59	32.93	33.94	OVERLAP
chr16:-:70252298:TE	23.36	26.11	25.73	26.30	OVERLAP
chr13:+:114272633:TE	1.18	0.22	0.40	0.65	OVERLAP
chr13:+:114272675:TE	57.53	34.54	69.31	51.24	OVERLAP
chr13:+:114272721:TE	8.23	12.05	6.27	4.46	OVERLAP
chr16:-:57428551:TE	30.27	28.86	40.20	31.19	OVERLAP
chr16:-:57428190:TE	24.76	32.32	36.08	35.74	OVERLAP
chr12:+:110346688:TE	2.06	2.45	1.20	0.76	OVERLAP
chr12:+:110346785:TE	0.88	1.79	0.93	1.09	OVERLAP
chr12:+:110347311:TE	227.31	241.74	171.77	151.35	OK
chr5:-:82277718:TE	10.16	7.03	10.67	15.00	OVERLAP
chr5:-:82277701:TE	0.88	0.00	1.60	1.25	OVERLAP
chr2:+:277507:TE	65.62	81.89	85.45	87.55	OK
chr2:+:278118:TE	0.88	2.01	1.33	1.20	OVERLAP
chr2:+:278196:TE	0.59	2.45	2.93	3.26	OVERLAP
chr2:+:278288:TE	114.97	162.27	162.96	320.82	OVERLAP
chr15:+:71049629:TE	8.23	3.12	8.67	8.69	OK
chr15:+:71050095:TE	7.35	4.58	2.53	4.24	OK
chr14:+:61795488:TE	25.42	78.41	33.73	37.03	OVERLAP
chr14:+:61795679:TE	18.22	12.05	12.87	15.27	OVERLAP
chr14:+:61796427:TE	6.76	5.58	9.73	4.56	OK
chr19:+:1980620:TE	0.88	0.00	1.47	0.54	OK
chr19:+:1981347:TE	78.76	95.05	61.70	85.09	OK
chr15:-:83157477:TE	1.76	2.45	5.73	4.46	OVERLAP
chr15:-:83157444:TE	2.35	2.01	2.40	1.85	OVERLAP
chr11:+:112233759:TE	7.05	5.80	11.20	5.54	OVERLAP
chr11:+:112233804:TE	182.37	148.34	99.00	88.60	OVERLAP
chr6:+:149590844:TE	1.47	0.89	1.20	1.20	OVERLAP
chr6:+:149590918:TE	16.16	20.52	10.18	6.88	OVERLAP
chr6:+:149590989:TE	5.29	1.34	2.13	1.41	OVERLAP
chr6:+:149591395:TE	9.11	10.04	6.99	3.86	OVERLAP
chr6:+:149591422:TE	1.76	1.71	0.80	0.76	OVERLAP
chr6:+:149591545:TE	33.74	23.48	16.38	19.47	OVERLAP
chr6:+:149591628:TE	2.06	3.57	1.47	1.85	OVERLAP
chr6:+:149591749:TE	16.16	17.74	10.42	12.61	OVERLAP
chrX:+:23785833:TE	0.29	0.45	1.73	3.48	OVERLAP
chrX:+:23785918:TE	20.31	14.51	32.13	18.80	OVERLAP
chrX:+:23785971:TE	5.58	6.70	6.53	7.39	OVERLAP
chrX:+:23786033:TE	1.18	2.23	2.93	3.37	OVERLAP
chrX:+:23786118:TE	29.68	32.20	32.69	20.32	OVERLAP
chrX:+:23786159:TE	3.23	4.24	2.80	2.72	OVERLAP
chrX:+:23786208:TE	1826.81	4649.02	1660.72	2199.00	OVERLAP
chr12:-:47973198:TE	1.47	0.89	0.53	0.54	OVERLAP
chr12:-:47972968:TE	66.90	49.08	26.03	25.41	OVERLAP
chr11:-:64789138:TE	6.46	4.24	6.20	4.13	OK
chr11:-:64784907:TE	0.29	1.12	1.20	0.98	OK
chr3:+:15440421:TE	0.29	0.00	0.93	1.25	OK
chr3:+:15442612:TE	86.83	122.30	77.50	96.47	OK
chr18:-:74253447:TE	0.00	1.56	0.27	0.00	OVERLAP
chr18:-:74253408:TE	2.06	1.45	1.07	1.20	OVERLAP
chr18:-:74253297:TE	104.98	302.55	81.37	182.06	OVERLAP
chr2:+:101019339:TE	0.88	0.22	0.27	1.41	OVERLAP
chr2:+:101019491:TE	0.88	8.03	1.60	7.28	OVERLAP
chr16:-:18793102:TE	0.59	1.56	1.07	0.65	OK
chr16:-:18791907:TE	1.76	1.12	1.07	1.20	OVERLAP
chr16:-:18791703:TE	22.09	46.49	15.00	9.08	OVERLAP
chr16:-:18791669:TE	321.72	405.77	189.32	189.08	OVERLAP
chr19:-:9527741:TE	1.47	2.68	1.47	0.76	OK
chr19:-:9526910:TE	1.62	2.68	0.67	2.61	OK
chr19:-:9523224:TE	6.76	12.27	8.07	8.26	OK
chr15:-:34084051:TE	28.21	20.98	21.00	16.30	OVERLAP
chr15:-:34084025:TE	197.94	165.87	109.67	135.12	OVERLAP
chr1:+:43972778:TE	0.29	0.67	1.60	1.20	OK
chr1:+:43973369:TE	26.51	25.00	37.87	31.84	OK
chr12:+:122769457:TE	10.87	16.74	11.80	20.87	OVERLAP
chr12:+:122769490:TE	7.55	22.76	19.93	45.10	OVERLAP
chr12:+:122769945:TE	1.82	6.03	1.93	3.99	OVERLAP
chr12:+:122770259:TE	1.18	1.79	2.00	1.30	OVERLAP
chr12:+:122770289:TE	6.46	1.79	4.00	4.67	OVERLAP
chr12:+:122770821:TE	26.89	25.36	36.91	28.60	OVERLAP
chr12:+:122770858:TE	1.76	4.02	4.67	6.21	OVERLAP
chr12:+:122770937:TE	0.29	0.67	1.33	0.98	OVERLAP
chr12:+:122771060:TE	24.49	30.72	83.26	67.82	OVERLAP
chr10:+:124985319:TE	0.29	1.12	0.27	0.54	OVERLAP
chr10:+:124985628:TE	5.29	14.06	10.00	10.60	OVERLAP
chr10:+:124986017:TE	2.06	4.02	6.67	6.90	OVERLAP
chr10:+:124986458:TE	13.96	8.08	10.69	7.28	OK
chr10:+:124987430:TE	9.84	4.69	5.67	6.20	OK
chr10:+:124988058:TE	0.88	0.67	1.47	0.87	OVERLAP
chr10:+:124988187:TE	4.60	10.49	4.53	4.78	OVERLAP
chr1:+:32171438:TE	2.06	1.56	7.60	7.93	OK
chr1:+:32173164:TE	3.82	5.02	0.93	0.43	OK
chr1:+:32176481:TE	1.76	2.90	1.73	0.43	OVERLAP
chr1:+:32176563:TE	24.76	41.47	18.13	39.07	OVERLAP
chr16:-:50319092:TE	86.93	109.60	81.84	72.26	OVERLAP
chr16:-:50319038:TE	18.95	32.25	51.19	60.89	OVERLAP
chr16:-:50318137:TE	2.94	3.79	3.07	2.17	OVERLAP
chr16:-:50317998:TE	5.00	0.97	6.13	4.67	OVERLAP
chr16:-:50317564:TE	1.76	2.45	4.53	2.17	OK
chr12:+:132077838:TE	5.00	0.67	1.07	1.09	OK
chr12:+:132078908:TE	5.73	14.73	10.83	15.11	OVERLAP
chr12:+:132079094:TE	1.18	2.01	1.20	0.98	OVERLAP
chr12:+:132080457:TE	14.99	13.39	9.73	8.72	OK
chr12:+:111893182:TE	65.28	37.94	33.00	18.75	OVERLAP
chr12:+:111893349:TE	10.09	6.47	9.75	8.26	OVERLAP
chr12:+:111893412:TE	35.26	16.29	48.48	42.12	OVERLAP
chr12:+:111897786:TE	1.18	1.12	0.13	0.22	OK
chr12:+:111901892:TE	0.59	2.01	0.67	1.41	OVERLAP
chr12:+:111902220:TE	7.35	10.71	5.40	13.15	OVERLAP
chr12:+:123758279:TE	18.51	21.42	13.20	8.04	OK
chr12:+:123759207:TE	0.59	1.56	0.73	1.23	OK
chr12:+:123759888:TE	4.11	4.24	4.73	4.35	OK
chr12:+:123760697:TE	2.64	0.89	2.00	1.09	OK
chr12:+:123761752:TE	6.46	5.91	4.07	3.04	OK
chr12:-:123472204:TE	40.40	24.33	16.84	18.26	OVERLAP
chr12:-:123471817:TE	2.06	1.16	3.49	6.74	OVERLAP
chr12:-:123470057:TE	0.59	1.12	0.40	0.54	OK
chrX:-:120626053:TE	5.88	17.41	5.33	8.91	OVERLAP
chrX:-:120625917:TE	12.05	15.29	7.60	11.96	OVERLAP
chrX:-:120625783:TE	9.40	16.74	8.40	11.63	OVERLAP
chr8:-:81658401:TE	0.07	0.45	2.00	0.98	OK
chr8:-:81657954:TE	40.26	22.88	40.07	29.45	OK
chr10:+:119455411:TE	0.29	1.79	1.87	1.30	OVERLAP
chr10:+:119455618:TE	2.45	4.24	4.80	3.70	OVERLAP
chr13:+:21177371:TE	104.75	67.58	101.85	98.80	OVERLAP
chr13:+:21177409:TE	2.06	2.01	1.60	1.30	OVERLAP
chr13:+:21177511:TE	40.18	32.58	54.28	42.12	OVERLAP
chr13:+:21178013:TE	2.64	0.50	1.87	2.18	OK
chr16:+:67871217:TE	1.18	2.12	0.97	0.87	OVERLAP
chr16:+:67871315:TE	221.00	209.53	129.58	202.74	OVERLAP
chr16:+:67872564:TE	2.38	4.24	5.35	8.69	OK
chr8:+:17295236:TE	1.76	0.22	1.07	0.33	OVERLAP
chr8:+:17295276:TE	4.15	2.01	3.73	3.04	OVERLAP
chr8:+:17295323:TE	2.06	2.68	2.07	0.87	OVERLAP
chr8:+:17295572:TE	24.01	6.25	17.80	8.04	OVERLAP
chr8:+:17297972:TE	1.18	0.22	0.13	0.11	OVERLAP
chr8:+:17298023:TE	5.00	2.23	5.87	2.50	OVERLAP
chr19:+:17998706:TE	0.88	1.34	2.00	1.63	OK
chr19:+:17999123:TE	0.88	0.45	0.67	1.30	OK
chr19:+:18000079:TE	0.59	0.00	1.07	0.65	OK
chr16:+:89154599:TE	11.31	3.49	12.62	7.44	OK
chr16:+:89155758:TE	1.47	0.22	0.27	0.11	OK
chr9:-:121180697:TE	1.18	0.00	0.27	0.22	OVERLAP
chr9:-:121180647:TE	4.11	3.79	5.20	4.40	OVERLAP
chr9:-:121179704:TE	1.76	3.68	2.00	2.19	OK
chr9:-:121179271:TE	3.82	2.68	2.67	1.63	OK
